frame,WT_cPRC,WT_cPRC,WT_cPRC,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa
186,0.879801,1.026831,1.063737,1.195206,1.338725,0.882342,1.36927,1.429924,1.273218,1.038567,1.074387,0.835565,0.621954,0.446623,0.492349,0.469951,0.592908,0.430244,0.467842,0.637428,0.574412,0.484022,1.040088,0.734353,0.666212,0.715642,0.837998,0.629924,0.6305,0.464567,0.5754,0.735306,0.756338,1.044783,0.84367,0.95997,1.071784,0.980526,0.895155,1.068168,1.069749,0.969422,1.049886,0.936619,0.881416,0.951437,0.967893,0.982753,1.089408,0.90718,1.01133,0.990579,0.922789,0.91153,1.072671
187,0.884839,1.038845,1.060648,1.246411,1.409168,0.851574,1.41524,1.485399,1.21934,1.040281,1.067599,0.832036,0.621446,0.445089,0.490467,0.465817,0.595799,0.430257,0.469108,0.631715,0.57541,0.479134,1.038861,0.731238,0.662973,0.720485,0.835534,0.62959,0.623155,0.463692,0.578461,0.741965,0.752166,1.041294,0.855683,0.960469,1.077954,0.984143,0.925859,1.038128,1.099508,0.978014,1.022247,0.924611,0.906824,0.935173,0.963718,0.98709,1.100063,0.926718,0.998391,0.988741,0.87733,0.920454,1.047641
188,0.892111,1.024375,1.050152,1.307902,1.431631,0.870444,1.421121,1.601696,1.209717,1.018546,1.087365,0.841664,0.621243,0.440955,0.491424,0.462327,0.596191,0.431911,0.464562,0.634811,0.576042,0.480602,1.053918,0.725021,0.659204,0.719427,0.832339,0.62464,0.627942,0.466209,0.581824,0.734719,0.750239,1.027425,0.870643,0.949144,1.077627,0.981639,0.895805,1.048384,1.082587,0.96407,1.02844,0.950892,0.899871,0.951818,0.957059,0.984367,1.073432,0.9229,1.030659,0.983228,0.9087,0.916258,1.073648
189,0.887283,1.023317,1.052,1.350879,1.486217,0.856968,1.417272,1.507956,1.197729,1.024793,1.072965,0.839232,0.620177,0.438642,0.492251,0.46142,0.592693,0.427334,0.471917,0.626082,0.573668,0.479162,1.072038,0.731281,0.663665,0.71536,0.83129,0.622428,0.633497,0.465097,0.589644,0.735552,0.750512,0.994668,0.868433,0.946741,1.047828,0.97476,0.912056,1.043402,1.050418,0.979578,1.010365,0.944095,0.903348,0.965853,0.96289,0.987393,1.050657,0.907416,1.011955,0.972465,0.892866,0.920395,1.041221
190,0.889846,1.01227,1.064649,1.384911,1.501526,0.851419,1.397379,1.503093,1.166195,1.025357,1.060903,0.838649,0.616007,0.434847,0.483774,0.461309,0.592628,0.429265,0.467673,0.624146,0.572843,0.478027,1.067739,0.730876,0.663523,0.713973,0.832799,0.620025,0.643035,0.472541,0.591518,0.733244,0.751893,1.020147,0.864172,0.958223,1.039653,0.961204,0.919474,1.055743,1.101771,0.978151,1.026628,0.953214,0.907167,0.964302,0.962026,1.000034,1.054868,0.910161,1.018883,0.973165,0.89193,0.908043,1.05783
191,0.890283,1.006739,1.06149,1.348956,1.463025,0.856746,1.371951,1.515568,1.150877,1.016073,1.062188,0.834523,0.614451,0.434118,0.488812,0.461885,0.596275,0.427056,0.472352,0.620564,0.581115,0.480127,1.072822,0.721065,0.658654,0.719733,0.835876,0.62082,0.645922,0.464991,0.59131,0.72859,0.750102,1.07121,0.861289,0.950766,1.183747,0.989782,0.931805,1.029769,1.126021,0.96945,1.046684,0.946644,0.899571,0.943618,0.958858,0.99378,1.064015,0.942803,1.01305,0.970307,0.924576,0.913658,1.035638
192,0.855897,1.008012,1.047846,1.343276,1.457511,0.844648,1.364124,1.441686,1.120342,1.023275,1.076129,0.829548,0.622749,0.432695,0.488257,0.464,0.594465,0.426368,0.470772,0.618581,0.589285,0.479992,1.056216,0.730253,0.660182,0.714444,0.836029,0.62203,0.640952,0.467242,0.585937,0.736517,0.749662,1.098337,0.861033,0.956382,1.193514,0.985736,0.939242,1.039149,1.08426,0.963549,1.01205,0.951798,0.931974,0.974488,0.952343,0.995361,1.058496,0.917303,1.017497,0.96424,0.893122,0.928018,1.027636
193,0.858122,1.003985,1.031909,1.33545,1.438511,0.852018,1.344793,1.442272,1.111818,1.029175,1.066682,0.837614,0.61627,0.432466,0.484982,0.465407,0.601927,0.424384,0.470579,0.614803,0.583743,0.481823,1.059653,0.732499,0.661241,0.710118,0.836725,0.621743,0.629038,0.469388,0.578909,0.738843,0.741742,1.08033,0.85296,0.956101,1.208883,0.996813,0.896647,1.023139,1.13876,0.958059,1.02528,0.94908,0.919099,0.938777,0.950652,0.999126,1.053502,0.95389,1.000358,0.945689,0.887035,0.91484,1.048386
194,0.851952,1.003911,1.013398,1.395823,1.47478,0.852906,1.318933,1.490644,1.08711,1.03232,1.064618,0.834626,0.617927,0.432297,0.485569,0.46013,0.596573,0.425217,0.464948,0.61879,0.582806,0.47748,1.060733,0.723862,0.659225,0.717147,0.826951,0.6223,0.632218,0.465176,0.582626,0.735268,0.741408,1.080927,0.844631,0.961561,1.17388,0.976328,0.891026,1.039754,1.19272,0.961545,1.015927,0.952818,0.95618,0.95001,0.953711,0.988233,1.070858,0.928755,1.025006,0.955402,0.878437,0.924118,1.062576
195,0.854059,0.986903,1.000176,1.440007,1.493097,0.846224,1.256227,1.363451,1.115714,1.022321,1.079936,0.841185,0.614476,0.42657,0.483317,0.458483,0.597553,0.428339,0.462633,0.616564,0.584579,0.480418,1.051403,0.719935,0.662138,0.717406,0.830995,0.620788,0.642158,0.467931,0.577691,0.743403,0.743927,1.071327,0.853056,0.953636,1.174846,0.973875,0.90632,1.022597,1.171471,0.96256,0.996671,0.938771,0.936266,0.948092,0.956411,0.993478,1.070303,0.93995,1.009788,0.952164,0.924279,0.92205,1.036522
196,0.849617,0.968952,0.987281,1.38992,1.45095,0.864849,1.213155,1.301841,1.091905,1.04347,1.067141,0.839554,0.617801,0.42978,0.484851,0.460233,0.599278,0.424661,0.462778,0.612604,0.588735,0.478899,1.04296,0.73402,0.657697,0.711999,0.832622,0.621505,0.633204,0.464037,0.571214,0.744481,0.747144,1.081095,0.844535,0.953449,1.138123,0.983966,0.910871,1.038858,1.174225,0.956494,0.996124,0.946021,0.918197,0.938532,0.938161,0.99015,1.041709,0.914322,1.012089,0.948547,0.912361,0.935051,1.024518
197,0.83846,0.963644,0.977522,1.346138,1.407983,0.828997,1.165802,1.287176,1.069894,1.06976,1.048888,0.836004,0.616041,0.430721,0.48496,0.453738,0.596489,0.426064,0.456218,0.608206,0.58517,0.476686,1.044066,0.726441,0.661547,0.713456,0.828496,0.627011,0.622899,0.457493,0.568403,0.74711,0.74854,1.054565,0.851903,0.947646,1.008616,0.976505,0.904179,1.032479,1.143384,0.958224,1.028061,0.944265,0.919571,0.94083,0.955367,0.984266,1.045394,0.902762,0.996313,0.942014,0.908062,0.923468,1.046106
198,0.816572,0.97598,0.954985,1.309244,1.336766,0.846068,1.151142,1.385371,1.063634,1.076376,1.044577,0.831549,0.615525,0.432957,0.489487,0.454488,0.606143,0.421592,0.460475,0.618459,0.576633,0.483909,1.037355,0.725094,0.658573,0.720391,0.836737,0.630497,0.621949,0.457122,0.560469,0.740073,0.758007,1.053852,0.84415,0.952669,1.032131,0.976657,0.939777,1.044257,1.194737,0.970164,1.038805,0.935599,0.922103,0.951315,0.955187,1.00269,1.047513,0.904092,1.012715,0.940351,0.891036,0.924532,1.05783
199,0.809598,0.975823,0.95103,1.279415,1.291202,0.862274,1.134406,1.445327,1.063568,1.085768,1.048429,0.829185,0.610831,0.431,0.490282,0.449506,0.608195,0.42056,0.456013,0.615174,0.576429,0.489386,1.027111,0.722283,0.659938,0.722319,0.835652,0.632964,0.61844,0.457573,0.561937,0.74187,0.763561,1.035728,0.859719,0.94749,1.01389,0.978655,0.946469,1.034396,1.182243,0.984025,0.99566,0.938431,0.92133,0.954796,0.945432,0.988166,1.056177,0.922064,1.002592,0.951348,0.884396,0.922227,1.015027
200,0.813969,0.977493,0.944887,1.218997,1.246412,0.849731,1.094101,1.478245,1.072325,1.077352,1.067095,0.8295,0.611676,0.427485,0.491261,0.446194,0.606693,0.416499,0.453071,0.612968,0.58302,0.487172,1.026345,0.7144,0.651606,0.71569,0.831974,0.636226,0.620158,0.454314,0.56277,0.736744,0.763682,1.029864,0.847098,0.940563,1.02599,0.977415,0.920869,1.039817,1.172602,1.01216,1.020856,0.938884,0.908755,0.95039,0.96199,0.986014,1.045906,0.905507,1.012246,0.95511,0.889802,0.92205,1.044989
